timestamp,hour,day_of_week,month,is_weekend,weather_code,weather,event,mall_capacity,mall_occupied,mall_available,mall_occupancy,hospital_capacity,hospital_occupied,hospital_available,hospital_occupancy,office_capacity,office_occupied,office_available,office_occupancy,station_capacity,station_occupied,station_available,station_occupancy,market_capacity,market_occupied,market_available,market_occupancy,airport_capacity,airport_occupied,airport_available,airport_occupancy,total_capacity,total_occupied,total_available,total_occupancy
2023-02-23 22:00:00,22,3,2,0,0,clear,0,500,147,353,0.295,300,159,141,0.531,400,59,341,0.149,250,50,200,0.203,200,28,172,0.144,600,181,419,0.303,2250,624,1626,0.277
2023-02-23 23:00:00,23,3,2,0,1,rain,0,500,91,409,0.184,300,125,175,0.42,400,55,345,0.138,250,34,216,0.14,200,17,183,0.088,600,124,476,0.208,2250,446,1804,0.198
2023-02-24 00:00:00,0,4,2,0,0,clear,0,500,63,437,0.126,300,209,91,0.7,400,59,341,0.149,250,12,238,0.05,200,16,184,0.085,600,275,325,0.459,2250,634,1616,0.282
2023-02-24 01:00:00,1,4,2,0,0,clear,0,500,26,474,0.053,300,185,115,0.619,400,50,350,0.126,250,12,238,0.05,200,16,184,0.08,600,223,377,0.373,2250,512,1738,0.228
2023-02-24 02:00:00,2,4,2,0,1,rain,0,500,25,475,0.05,300,144,156,0.482,400,48,352,0.121,250,15,235,0.064,200,10,190,0.054,600,229,371,0.383,2250,471,1779,0.209
2023-02-24 03:00:00,3,4,2,0,0,clear,0,500,64,436,0.129,300,161,139,0.539,400,33,367,0.085,250,12,238,0.05,200,34,166,0.174,600,178,422,0.297,2250,482,1768,0.214
2023-02-24 04:00:00,4,4,2,0,0,clear,0,500,52,448,0.104,300,205,95,0.686,400,52,348,0.13,250,12,238,0.05,200,10,190,0.051,600,258,342,0.43,2250,589,1661,0.262
2023-02-24 05:00:00,5,4,2,0,0,clear,0,500,25,475,0.05,300,155,145,0.52,400,106,294,0.266,250,12,238,0.05,200,13,187,0.068,600,238,362,0.398,2250,549,1701,0.244
2023-02-24 06:00:00,6,4,2,0,1,rain,0,500,304,196,0.609,300,183,117,0.611,400,32,368,0.081,250,70,180,0.282,200,72,128,0.363,600,254,346,0.424,2250,915,1335,0.407
2023-02-24 07:00:00,7,4,2,0,0,clear,0,500,326,174,0.654,300,153,147,0.511,400,60,340,0.15,250,132,118,0.529,200,94,106,0.471,600,201,399,0.336,2250,966,1284,0.429
2023-02-24 08:00:00,8,4,2,0,1,rain,0,500,266,234,0.532,300,173,127,0.578,400,197,203,0.495,250,108,142,0.434,200,56,144,0.284,600,190,410,0.317,2250,990,1260,0.44
2023-02-24 09:00:00,9,4,2,0,1,rain,0,500,358,142,0.718,300,147,153,0.492,400,246,154,0.615,250,157,93,0.628,200,87,113,0.436,600,234,366,0.391,2250,1229,1021,0.546
2023-02-24 10:00:00,10,4,2,0,0,clear,0,500,389,111,0.779,300,174,126,0.583,400,315,85,0.79,250,102,148,0.41,200,122,78,0.612,600,232,368,0.388,2250,1334,916,0.593
2023-02-24 11:00:00,11,4,2,0,1,rain,0,500,385,115,0.771,300,151,149,0.506,400,255,145,0.64,250,78,172,0.316,200,91,109,0.457,600,202,398,0.337,2250,1162,1088,0.516
2023-02-24 12:00:00,12,4,2,0,1,rain,0,500,430,70,0.861,300,152,148,0.509,400,290,110,0.727,250,106,144,0.425,200,120,80,0.604,600,138,462,0.231,2250,1236,1014,0.549
2023-02-24 13:00:00,13,4,2,0,1,rain,0,500,383,117,0.768,300,131,169,0.439,400,287,113,0.719,250,98,152,0.396,200,107,93,0.536,600,163,437,0.272,2250,1169,1081,0.52
2023-02-24 14:00:00,14,4,2,0,2,heavy_rain,0,500,273,227,0.547,300,122,178,0.408,400,227,173,0.57,250,76,174,0.305,200,58,142,0.293,600,197,403,0.329,2250,953,1297,0.424
2023-02-24 15:00:00,15,4,2,0,1,rain,0,500,328,172,0.657,300,136,164,0.455,400,248,152,0.621,250,70,180,0.283,200,75,125,0.38,600,194,406,0.324,2250,1051,1199,0.467
2023-02-24 16:00:00,16,4,2,0,1,rain,1,500,430,70,0.861,300,180,120,0.602,400,314,86,0.787,250,116,134,0.468,200,114,86,0.57,600,191,409,0.319,2250,1345,905,0.598
2023-02-24 17:00:00,17,4,2,0,0,clear,0,500,495,5,0.99,300,169,131,0.566,400,353,47,0.885,250,247,3,0.99,200,136,64,0.682,600,165,435,0.276,2250,1565,685,0.696
2023-02-24 18:00:00,18,4,2,0,0,clear,0,500,495,5,0.99,300,189,111,0.632,400,377,23,0.943,250,247,3,0.99,200,139,61,0.698,600,203,397,0.339,2250,1650,600,0.733
2023-02-24 19:00:00,19,4,2,0,1,rain,0,500,415,85,0.831,300,206,94,0.69,400,37,363,0.093,250,200,50,0.8,200,123,77,0.619,600,238,362,0.397,2250,1219,1031,0.542
2023-02-24 20:00:00,20,4,2,0,0,clear,0,500,361,139,0.723,300,187,113,0.627,400,70,330,0.175,250,96,154,0.385,200,106,94,0.534,600,183,417,0.305,2250,1003,1247,0.446
2023-02-24 21:00:00,21,4,2,0,2,heavy_rain,0,500,264,236,0.53,300,117,183,0.392,400,75,325,0.188,250,65,185,0.263,200,74,126,0.37,600,221,379,0.37,2250,816,1434,0.363
2023-02-24 22:00:00,22,4,2,0,1,rain,0,500,84,416,0.17,300,141,159,0.472,400,52,348,0.131,250,12,238,0.05,200,30,170,0.151,600,190,410,0.317,2250,509,1741,0.226
2023-02-24 23:00:00,23,4,2,0,0,clear,0,500,119,381,0.239,300,190,110,0.634,400,60,340,0.152,250,26,224,0.107,200,20,180,0.104,600,281,319,0.47,2250,696,1554,0.309
2023-02-25 00:00:00,0,5,2,1,1,rain,0,500,80,420,0.161,300,149,151,0.498,400,57,343,0.143,250,12,238,0.05,200,25,175,0.127,600,292,308,0.487,2250,615,1635,0.273
2023-02-25 01:00:00,1,5,2,1,0,clear,0,500,33,467,0.068,300,247,53,0.824,400,44,356,0.112,250,35,215,0.141,200,21,179,0.107,600,329,271,0.549,2250,709,1541,0.315
2023-02-25 02:00:00,2,5,2,1,1,rain,0,500,78,422,0.157,300,177,123,0.591,400,60,340,0.15,250,12,238,0.05,200,11,189,0.058,600,203,397,0.339,2250,541,1709,0.24
2023-02-25 03:00:00,3,5,2,1,0,clear,0,500,91,409,0.182,300,180,120,0.603,400,74,326,0.187,250,12,238,0.05,200,15,185,0.079,600,227,373,0.38,2250,599,1651,0.266
2023-02-25 04:00:00,4,5,2,1,0,clear,0,500,94,406,0.19,300,229,71,0.764,400,76,324,0.19,250,22,228,0.089,200,19,181,0.095,600,253,347,0.422,2250,693,1557,0.308
2023-02-25 05:00:00,5,5,2,1,1,rain,0,500,25,475,0.05,300,191,109,0.638,400,59,341,0.149,250,12,238,0.05,200,16,184,0.081,600,223,377,0.373,2250,526,1724,0.234
2023-02-25 06:00:00,6,5,2,1,1,rain,0,500,403,97,0.807,300,153,147,0.51,400,50,350,0.127,250,74,176,0.297,200,86,114,0.434,600,179,421,0.299,2250,945,1305,0.42
2023-02-25 07:00:00,7,5,2,1,1,rain,0,500,352,148,0.704,300,208,92,0.694,400,76,324,0.192,250,137,113,0.548,200,90,110,0.452,600,256,344,0.427,2250,1119,1131,0.497
2023-02-25 08:00:00,8,5,2,1,1,rain,0,500,364,136,0.73,300,186,114,0.621,400,42,358,0.106,250,123,127,0.494,200,79,121,0.398,600,202,398,0.337,2250,996,1254,0.443
2023-02-25 09:00:00,9,5,2,1,1,rain,0,500,495,5,0.99,300,172,128,0.575,400,69,331,0.174,250,169,81,0.678,200,117,83,0.586,600,249,351,0.416,2250,1271,979,0.565
2023-02-25 10:00:00,10,5,2,1,0,clear,0,500,495,5,0.99,300,231,69,0.771,400,90,310,0.227,250,103,147,0.414,200,146,54,0.731,600,310,290,0.518,2250,1375,875,0.611
2023-02-25 11:00:00,11,5,2,1,0,clear,0,500,495,5,0.99,300,196,104,0.656,400,63,337,0.159,250,104,146,0.42,200,153,47,0.765,600,238,362,0.398,2250,1249,1001,0.555
2023-02-25 12:00:00,12,5,2,1,1,rain,0,500,495,5,0.99,300,176,124,0.589,400,44,356,0.112,250,125,125,0.503,200,123,77,0.618,600,311,289,0.518,2250,1274,976,0.566
2023-02-25 13:00:00,13,5,2,1,0,clear,1,500,495,5,0.99,300,280,20,0.935,400,97,303,0.244,250,178,72,0.712,200,194,6,0.972,600,439,161,0.732,2250,1683,567,0.748
2023-02-25 14:00:00,14,5,2,1,1,rain,0,500,464,36,0.928,300,163,137,0.544,400,86,314,0.217,250,62,188,0.251,200,103,97,0.516,600,228,372,0.381,2250,1106,1144,0.492
2023-02-25 15:00:00,15,5,2,1,0,clear,0,500,495,5,0.99,300,223,77,0.745,400,31,369,0.079,250,102,148,0.41,200,132,68,0.661,600,344,256,0.574,2250,1327,923,0.59
2023-02-25 16:00:00,16,5,2,1,0,clear,0,500,495,5,0.99,300,238,62,0.797,400,72,328,0.181,250,102,148,0.411,200,116,84,0.58,600,240,360,0.401,2250,1263,987,0.561
2023-02-25 17:00:00,17,5,2,1,0,clear,0,500,495,5,0.99,300,193,107,0.645,400,37,363,0.093,250,247,3,0.99,200,154,46,0.771,600,267,333,0.446,2250,1393,857,0.619
2023-02-25 18:00:00,18,5,2,1,0,clear,0,500,495,5,0.99,300,204,96,0.682,400,86,314,0.217,250,247,3,0.99,200,151,49,0.756,600,295,305,0.492,2250,1478,772,0.657
2023-02-25 19:00:00,19,5,2,1,1,rain,0,500,495,5,0.99,300,169,131,0.565,400,74,326,0.185,250,223,27,0.892,200,138,62,0.693,600,195,405,0.325,2250,1294,956,0.575
2023-02-25 20:00:00,20,5,2,1,0,clear,0,500,495,5,0.99,300,194,106,0.647,400,99,301,0.249,250,112,138,0.451,200,102,98,0.514,600,220,380,0.367,2250,1222,1028,0.543
2023-02-25 21:00:00,21,5,2,1,1,rain,0,500,413,87,0.827,300,165,135,0.55,400,57,343,0.144,250,117,133,0.47,200,96,104,0.485,600,255,345,0.426,2250,1103,1147,0.49
2023-02-25 22:00:00,22,5,2,1,0,clear,0,500,187,313,0.374,300,220,80,0.736,400,62,338,0.157,250,18,232,0.073,200,16,184,0.084,600,308,292,0.514,2250,811,1439,0.36
2023-02-25 23:00:00,23,5,2,1,0,clear,0,500,157,343,0.315,300,210,90,0.701,400,62,338,0.155,250,39,211,0.158,200,20,180,0.102,600,277,323,0.462,2250,765,1485,0.34
2023-02-26 00:00:00,0,6,2,1,0,clear,1,500,110,390,0.221,300,278,22,0.929,400,71,329,0.178,250,23,227,0.095,200,23,177,0.119,600,371,229,0.619,2250,876,1374,0.389
2023-02-26 01:00:00,1,6,2,1,0,clear,0,500,25,475,0.05,300,230,70,0.77,400,88,312,0.222,250,20,230,0.081,200,10,190,0.05,600,242,358,0.405,2250,615,1635,0.273
2023-02-26 02:00:00,2,6,2,1,0,clear,0,500,87,413,0.176,300,208,92,0.695,400,59,341,0.148,250,28,222,0.115,200,13,187,0.066,600,203,397,0.339,2250,598,1652,0.266
2023-02-26 03:00:00,3,6,2,1,1,rain,0,500,65,435,0.132,300,154,146,0.515,400,76,324,0.192,250,12,238,0.05,200,13,187,0.069,600,295,305,0.492,2250,615,1635,0.273
2023-02-26 04:00:00,4,6,2,1,0,clear,0,500,77,423,0.154,300,198,102,0.661,400,72,328,0.182,250,18,232,0.074,200,10,190,0.052,600,424,176,0.708,2250,799,1451,0.355
2023-02-26 05:00:00,5,6,2,1,1,rain,0,500,69,431,0.139,300,159,141,0.533,400,39,361,0.099,250,12,238,0.05,200,18,182,0.095,600,140,460,0.234,2250,437,1813,0.194
2023-02-26 06:00:00,6,6,2,1,0,clear,0,500,466,34,0.933,300,189,111,0.633,400,27,373,0.069,250,81,169,0.325,200,89,111,0.449,600,309,291,0.516,2250,1161,1089,0.516
2023-02-26 07:00:00,7,6,2,1,0,clear,0,500,456,44,0.914,300,186,114,0.623,400,98,302,0.246,250,166,84,0.666,200,100,100,0.5,600,281,319,0.47,2250,1287,963,0.572
2023-02-26 08:00:00,8,6,2,1,1,rain,0,500,388,112,0.777,300,193,107,0.643,400,65,335,0.165,250,148,102,0.595,200,66,134,0.332,600,263,337,0.439,2250,1123,1127,0.499
2023-02-26 09:00:00,9,6,2,1,0,clear,0,500,495,5,0.99,300,233,67,0.778,400,46,354,0.117,250,238,12,0.956,200,141,59,0.708,600,288,312,0.481,2250,1441,809,0.64
2023-02-26 10:00:00,10,6,2,1,0,clear,0,500,495,5,0.99,300,197,103,0.66,400,76,324,0.192,250,120,130,0.482,200,139,61,0.697,600,273,327,0.456,2250,1300,950,0.578
2023-02-26 11:00:00,11,6,2,1,0,clear,0,500,495,5,0.99,300,229,71,0.766,400,49,351,0.123,250,129,121,0.518,200,122,78,0.612,600,226,374,0.377,2250,1250,1000,0.556
2023-02-26 12:00:00,12,6,2,1,1,rain,0,500,495,5,0.99,300,139,161,0.464,400,32,368,0.08,250,112,138,0.45,200,130,70,0.654,600,208,392,0.348,2250,1116,1134,0.496
2023-02-26 13:00:00,13,6,2,1,0,clear,0,500,495,5,0.99,300,197,103,0.658,400,61,339,0.154,250,158,92,0.634,200,136,64,0.681,600,291,309,0.486,2250,1338,912,0.595
2023-02-26 14:00:00,14,6,2,1,2,heavy_rain,0,500,345,155,0.69,300,132,168,0.443,400,32,368,0.082,250,70,180,0.28,200,82,118,0.411,600,199,401,0.332,2250,860,1390,0.382
2023-02-26 15:00:00,15,6,2,1,0,clear,0,500,495,5,0.99,300,225,75,0.75,400,45,355,0.115,250,92,158,0.372,200,133,67,0.666,600,255,345,0.425,2250,1245,1005,0.553
2023-02-26 16:00:00,16,6,2,1,1,rain,0,500,463,37,0.927,300,206,94,0.69,400,82,318,0.206,250,107,143,0.43,200,103,97,0.518,600,225,375,0.376,2250,1186,1064,0.527
2023-02-26 17:00:00,17,6,2,1,0,clear,0,500,495,5,0.99,300,255,45,0.853,400,89,311,0.223,250,247,3,0.99,200,151,49,0.755,600,341,259,0.569,2250,1578,672,0.701
2023-02-26 18:00:00,18,6,2,1,0,clear,0,500,495,5,0.99,300,171,129,0.573,400,102,298,0.257,250,247,3,0.99,200,161,39,0.808,600,260,340,0.434,2250,1436,814,0.638
2023-02-26 19:00:00,19,6,2,1,1,rain,0,500,495,5,0.99,300,189,111,0.631,400,60,340,0.152,250,225,25,0.901,200,122,78,0.614,600,241,359,0.403,2250,1332,918,0.592
2023-02-26 20:00:00,20,6,2,1,1,rain,0,500,446,54,0.892,300,190,110,0.636,400,94,306,0.237,250,120,130,0.482,200,101,99,0.509,600,186,414,0.311,2250,1137,1113,0.505
2023-02-26 21:00:00,21,6,2,1,1,rain,0,500,452,48,0.904,300,181,119,0.605,400,48,352,0.121,250,95,155,0.382,200,115,85,0.576,600,281,319,0.47,2250,1172,1078,0.521
2023-02-26 22:00:00,22,6,2,1,0,clear,0,500,144,356,0.289,300,193,107,0.645,400,63,337,0.159,250,47,203,0.192,200,30,170,0.151,600,304,296,0.507,2250,781,1469,0.347
2023-02-26 23:00:00,23,6,2,1,1,rain,0,500,145,355,0.29,300,179,121,0.599,400,74,326,0.185,250,47,203,0.189,200,22,178,0.115,600,238,362,0.397,2250,705,1545,0.313
2023-02-27 00:00:00,0,0,2,0,0,clear,0,500,59,441,0.12,300,166,134,0.555,400,20,380,0.05,250,12,238,0.05,200,23,177,0.117,600,192,408,0.321,2250,472,1778,0.21
2023-02-27 01:00:00,1,0,2,0,0,clear,0,500,88,412,0.178,300,196,104,0.656,400,59,341,0.148,250,47,203,0.191,200,10,190,0.05,600,293,307,0.489,2250,693,1557,0.308
2023-02-27 02:00:00,2,0,2,0,0,clear,0,500,64,436,0.13,300,152,148,0.507,400,62,338,0.156,250,18,232,0.074,200,10,190,0.05,600,258,342,0.43,2250,564,1686,0.251
2023-02-27 03:00:00,3,0,2,0,1,rain,0,500,47,453,0.096,300,172,128,0.575,400,53,347,0.133,250,12,238,0.05,200,17,183,0.089,600,166,434,0.278,2250,467,1783,0.208
2023-02-27 04:00:00,4,0,2,0,0,clear,1,500,89,411,0.179,300,231,69,0.772,400,103,297,0.258,250,17,233,0.068,200,19,181,0.1,600,299,301,0.499,2250,758,1492,0.337
2023-02-27 05:00:00,5,0,2,0,1,rain,0,500,33,467,0.068,300,159,141,0.532,400,58,342,0.146,250,12,238,0.05,200,25,175,0.13,600,180,420,0.302,2250,467,1783,0.208
2023-02-27 06:00:00,6,0,2,0,2,heavy_rain,0,500,187,313,0.376,300,119,181,0.398,400,66,334,0.167,250,53,197,0.215,200,54,146,0.274,600,190,410,0.318,2250,669,1581,0.297
2023-02-27 07:00:00,7,0,2,0,0,clear,0,500,290,210,0.582,300,178,122,0.596,400,28,372,0.071,250,136,114,0.546,200,114,86,0.57,600,242,358,0.405,2250,988,1262,0.439
2023-02-27 08:00:00,8,0,2,0,1,rain,0,500,282,218,0.566,300,161,139,0.54,400,235,165,0.588,250,114,136,0.459,200,73,127,0.367,600,176,424,0.294,2250,1041,1209,0.463
2023-02-27 09:00:00,9,0,2,0,1,rain,0,500,352,148,0.705,300,166,134,0.555,400,290,110,0.725,250,177,73,0.709,200,96,104,0.484,600,156,444,0.262,2250,1237,1013,0.55
2023-02-27 10:00:00,10,0,2,0,0,clear,0,500,402,98,0.805,300,180,120,0.602,400,325,75,0.815,250,116,134,0.467,200,119,81,0.599,600,288,312,0.481,2250,1430,820,0.636
2023-02-27 11:00:00,11,0,2,0,0,clear,0,500,446,54,0.892,300,209,91,0.697,400,314,86,0.785,250,108,142,0.435,200,126,74,0.633,600,269,331,0.45,2250,1472,778,0.654
2023-02-27 12:00:00,12,0,2,0,1,rain,0,500,415,85,0.83,300,127,173,0.426,400,312,88,0.781,250,108,142,0.434,200,122,78,0.61,600,158,442,0.264,2250,1242,1008,0.552
2023-02-27 13:00:00,13,0,2,0,1,rain,0,500,434,66,0.869,300,166,134,0.555,400,370,30,0.926,250,104,146,0.418,200,96,104,0.484,600,206,394,0.344,2250,1376,874,0.612
2023-02-27 14:00:00,14,0,2,0,0,clear,0,500,408,92,0.817,300,218,82,0.73,400,309,91,0.775,250,72,178,0.291,200,115,85,0.578,600,269,331,0.449,2250,1391,859,0.618
2023-02-27 15:00:00,15,0,2,0,0,clear,0,500,369,131,0.74,300,153,147,0.512,400,276,124,0.692,250,132,118,0.53,200,104,96,0.524,600,233,367,0.389,2250,1267,983,0.563
2023-02-27 16:00:00,16,0,2,0,1,rain,0,500,325,175,0.652,300,140,160,0.467,400,240,160,0.601,250,82,168,0.328,200,88,112,0.441,600,265,335,0.442,2250,1140,1110,0.507
2023-02-27 17:00:00,17,0,2,0,1,rain,0,500,451,49,0.903,300,146,154,0.49,400,323,77,0.808,250,214,36,0.857,200,127,73,0.638,600,220,380,0.367,2250,1481,769,0.658
2023-02-27 18:00:00,18,0,2,0,0,clear,1,500,495,5,0.99,300,250,50,0.835,400,396,4,0.99,250,247,3,0.99,200,163,37,0.817,600,291,309,0.485,2250,1842,408,0.819
2023-02-27 19:00:00,19,0,2,0,0,clear,0,500,495,5,0.99,300,182,118,0.608,400,43,357,0.109,250,230,20,0.921,200,137,63,0.688,600,284,316,0.475,2250,1371,879,0.609
2023-02-27 20:00:00,20,0,2,0,1,rain,0,500,357,143,0.715,300,170,130,0.569,400,67,333,0.17,250,96,154,0.387,200,94,106,0.474,600,250,350,0.418,2250,1034,1216,0.46
2023-02-27 21:00:00,21,0,2,0,0,clear,0,500,374,126,0.749,300,172,128,0.574,400,79,321,0.198,250,69,181,0.277,200,93,107,0.467,600,174,426,0.291,2250,961,1289,0.427
2023-02-27 22:00:00,22,0,2,0,0,clear,0,500,99,401,0.199,300,200,100,0.67,400,40,360,0.101,250,37,213,0.148,200,33,167,0.166,600,325,275,0.543,2250,734,1516,0.326
2023-02-27 23:00:00,23,0,2,0,0,clear,0,500,95,405,0.191,300,189,111,0.632,400,63,337,0.158,250,35,215,0.142,200,45,155,0.228,600,202,398,0.337,2250,629,1621,0.28
2023-02-28 00:00:00,0,1,2,0,2,heavy_rain,0,500,25,475,0.05,300,126,174,0.421,400,91,309,0.229,250,22,228,0.09,200,23,177,0.116,600,145,455,0.242,2250,432,1818,0.192
2023-02-28 01:00:00,1,1,2,0,2,heavy_rain,0,500,25,475,0.05,300,90,210,0.302,400,29,371,0.073,250,12,238,0.05,200,10,190,0.05,600,181,419,0.302,2250,347,1903,0.154
2023-02-28 02:00:00,2,1,2,0,2,heavy_rain,0,500,39,461,0.079,300,91,209,0.303,400,32,368,0.081,250,12,238,0.05,200,15,185,0.077,600,216,384,0.36,2250,405,1845,0.18
2023-02-28 03:00:00,3,1,2,0,0,clear,0,500,43,457,0.088,300,147,153,0.491,400,82,318,0.206,250,12,238,0.05,200,10,190,0.05,600,187,413,0.312,2250,481,1769,0.214
2023-02-28 04:00:00,4,1,2,0,1,rain,0,500,39,461,0.08,300,125,175,0.417,400,50,350,0.125,250,12,238,0.05,200,10,190,0.05,600,211,389,0.352,2250,447,1803,0.199
2023-02-28 05:00:00,5,1,2,0,2,heavy_rain,0,500,29,471,0.058,300,142,158,0.473,400,55,345,0.138,250,20,230,0.081,200,22,178,0.115,600,207,393,0.345,2250,475,1775,0.211
2023-02-28 06:00:00,6,1,2,0,0,clear,0,500,308,192,0.618,300,214,86,0.717,400,50,350,0.125,250,83,167,0.332,200,85,115,0.426,600,223,377,0.372,2250,963,1287,0.428
2023-02-28 07:00:00,7,1,2,0,0,clear,0,500,320,180,0.641,300,161,139,0.538,400,86,314,0.215,250,130,120,0.522,200,73,127,0.369,600,214,386,0.358,2250,984,1266,0.437
2023-02-28 08:00:00,8,1,2,0,0,clear,0,500,275,225,0.552,300,197,103,0.658,400,239,161,0.598,250,134,116,0.537,200,87,113,0.439,600,287,313,0.479,2250,1219,1031,0.542
2023-02-28 09:00:00,9,1,2,0,1,rain,0,500,312,188,0.625,300,143,157,0.479,400,273,127,0.683,250,155,95,0.621,200,99,101,0.497,600,178,422,0.297,2250,1160,1090,0.516
2023-02-28 10:00:00,10,1,2,0,1,rain,0,500,338,162,0.677,300,134,166,0.45,400,265,135,0.665,250,82,168,0.33,200,107,93,0.537,600,225,375,0.375,2250,1151,1099,0.512
2023-02-28 11:00:00,11,1,2,0,1,rain,0,500,292,208,0.586,300,175,125,0.586,400,257,143,0.645,250,106,144,0.427,200,96,104,0.481,600,215,385,0.359,2250,1141,1109,0.507
2023-02-28 12:00:00,12,1,2,0,0,clear,0,500,495,5,0.99,300,169,131,0.567,400,339,61,0.848,250,131,119,0.526,200,130,70,0.653,600,205,395,0.343,2250,1469,781,0.653
2023-02-28 13:00:00,13,1,2,0,0,clear,0,500,463,37,0.926,300,191,109,0.637,400,354,46,0.886,250,116,134,0.465,200,131,69,0.656,600,228,372,0.381,2250,1483,767,0.659
2023-02-28 14:00:00,14,1,2,0,1,rain,1,500,447,53,0.895,300,225,75,0.752,400,324,76,0.811,250,118,132,0.473,200,122,78,0.61,600,230,370,0.384,2250,1466,784,0.652
2023-02-28 15:00:00,15,1,2,0,1,rain,0,500,301,199,0.603,300,151,149,0.506,400,228,172,0.572,250,89,161,0.357,200,92,108,0.462,600,242,358,0.403,2250,1103,1147,0.49
2023-02-28 16:00:00,16,1,2,0,0,clear,0,500,435,65,0.87,300,174,126,0.581,400,308,92,0.771,250,106,144,0.427,200,106,94,0.534,600,229,371,0.383,2250,1358,892,0.604
2023-02-28 17:00:00,17,1,2,0,2,heavy_rain,0,500,338,162,0.677,300,129,171,0.43,400,261,139,0.654,250,168,82,0.672,200,98,102,0.492,600,174,426,0.29,2250,1168,1082,0.519
2023-02-28 18:00:00,18,1,2,0,0,clear,0,500,495,5,0.99,300,194,106,0.647,400,386,14,0.967,250,244,6,0.976,200,150,50,0.752,600,262,338,0.438,2250,1731,519,0.769
2023-02-28 19:00:00,19,1,2,0,1,rain,0,500,430,70,0.86,300,121,179,0.405,400,60,340,0.15,250,201,49,0.807,200,101,99,0.506,600,200,400,0.335,2250,1113,1137,0.495
2023-02-28 20:00:00,20,1,2,0,0,clear,0,500,359,141,0.719,300,187,113,0.625,400,55,345,0.138,250,83,167,0.334,200,105,95,0.529,600,214,386,0.357,2250,1003,1247,0.446
2023-02-28 21:00:00,21,1,2,0,2,heavy_rain,0,500,303,197,0.608,300,140,160,0.468,400,61,339,0.153,250,86,164,0.345,200,81,119,0.406,600,204,396,0.341,2250,875,1375,0.389
2023-02-28 22:00:00,22,1,2,0,1,rain,0,500,71,429,0.144,300,102,198,0.341,400,61,339,0.153,250,16,234,0.065,200,36,164,0.185,600,247,353,0.413,2250,533,1717,0.237
2023-02-28 23:00:00,23,1,2,0,1,rain,0,500,149,351,0.299,300,172,128,0.576,400,56,344,0.142,250,17,233,0.071,200,33,167,0.167,600,150,450,0.25,2250,577,1673,0.256
2023-03-01 00:00:00,0,2,3,0,0,clear,0,500,25,475,0.05,300,189,111,0.63,400,76,324,0.19,250,15,235,0.063,200,17,183,0.089,600,177,423,0.296,2250,499,1751,0.222
2023-03-01 01:00:00,1,2,3,0,0,clear,0,500,74,426,0.15,300,168,132,0.561,400,24,376,0.061,250,12,238,0.05,200,10,190,0.05,600,226,374,0.377,2250,514,1736,0.228
2023-03-01 02:00:00,2,2,3,0,0,clear,0,500,101,399,0.204,300,168,132,0.56,400,40,360,0.102,250,15,235,0.063,200,10,190,0.05,600,192,408,0.321,2250,526,1724,0.234
2023-03-01 03:00:00,3,2,3,0,1,rain,0,500,35,465,0.072,300,154,146,0.517,400,60,340,0.15,250,12,238,0.05,200,28,172,0.144,600,206,394,0.344,2250,495,1755,0.22
2023-03-01 04:00:00,4,2,3,0,0,clear,0,500,64,436,0.128,300,219,81,0.731,400,72,328,0.181,250,12,238,0.05,200,16,184,0.083,600,353,247,0.589,2250,736,1514,0.327
2023-03-01 05:00:00,5,2,3,0,1,rain,0,500,68,432,0.137,300,167,133,0.557,400,28,372,0.072,250,13,237,0.054,200,10,190,0.05,600,162,438,0.271,2250,448,1802,0.199
2023-03-01 06:00:00,6,2,3,0,0,clear,0,500,339,161,0.678,300,144,156,0.483,400,49,351,0.124,250,100,150,0.402,200,91,109,0.457,600,294,306,0.49,2250,1017,1233,0.452
2023-03-01 07:00:00,7,2,3,0,1,rain,0,500,264,236,0.529,300,183,117,0.611,400,20,380,0.051,250,119,131,0.477,200,56,144,0.285,600,246,354,0.411,2250,888,1362,0.395
2023-03-01 08:00:00,8,2,3,0,0,clear,0,500,316,184,0.633,300,194,106,0.647,400,244,156,0.61,250,147,103,0.59,200,84,116,0.42,600,162,438,0.27,2250,1147,1103,0.51
2023-03-01 09:00:00,9,2,3,0,0,clear,0,500,450,50,0.901,300,141,159,0.472,400,342,58,0.855,250,210,40,0.844,200,137,63,0.688,600,290,310,0.484,2250,1570,680,0.698
2023-03-01 10:00:00,10,2,3,0,0,clear,0,500,495,5,0.99,300,207,93,0.69,400,334,66,0.835,250,130,120,0.522,200,125,75,0.629,600,238,362,0.398,2250,1529,721,0.68
2023-03-01 11:00:00,11,2,3,0,0,clear,0,500,461,39,0.923,300,208,92,0.695,400,360,40,0.902,250,112,138,0.452,200,135,65,0.677,600,314,286,0.524,2250,1590,660,0.707
2023-03-01 12:00:00,12,2,3,0,0,clear,0,500,495,5,0.99,300,195,105,0.651,400,375,25,0.939,250,145,105,0.58,200,136,64,0.681,600,206,394,0.343,2250,1552,698,0.69
2023-03-01 13:00:00,13,2,3,0,1,rain,0,500,450,50,0.902,300,191,109,0.637,400,339,61,0.849,250,100,150,0.4,200,123,77,0.618,600,249,351,0.416,2250,1452,798,0.645
2023-03-01 14:00:00,14,2,3,0,0,clear,0,500,398,102,0.797,300,203,97,0.679,400,326,74,0.816,250,92,158,0.372,200,116,84,0.582,600,184,416,0.307,2250,1319,931,0.586
